UniProt_AC,Gene,Matrisome_Division,Matrisome_Category
Q92626,PXDN,Core matrisome,ECM Glycoproteins
A1KZ92,PXDNL,Core matrisome,ECM Glycoproteins
H0YAV0,PXDNL,Core matrisome,ECM Glycoproteins
K4DIA6,PXDNL,Core matrisome,ECM Glycoproteins
H7C2B0,RELN,Core matrisome,ECM Glycoproteins
J3KQ66,RELN,Core matrisome,ECM Glycoproteins
P78509,RELN,Core matrisome,ECM Glycoproteins
Q2MKA7,RSPO1,Core matrisome,ECM Glycoproteins
E5RGU9,RSPO2,Core matrisome,ECM Glycoproteins
E5RH25,RSPO2,Core matrisome,ECM Glycoproteins
E5RHC3,RSPO2,Core matrisome,ECM Glycoproteins
E5RJA2,RSPO2,Core matrisome,ECM Glycoproteins
E5RJU7,RSPO2,Core matrisome,ECM Glycoproteins
Q6UXX9,RSPO2,Core matrisome,ECM Glycoproteins
Q9BXY4,RSPO3,Core matrisome,ECM Glycoproteins
Q2I0M5,RSPO4,Core matrisome,ECM Glycoproteins
Q8IVN8,SBSPON,Core matrisome,ECM Glycoproteins
O75093,SLIT1,Core matrisome,ECM Glycoproteins
Q5T0V0,SLIT1,Core matrisome,ECM Glycoproteins
Q5T0V2,SLIT1,Core matrisome,ECM Glycoproteins
Q5T0V3,SLIT1,Core matrisome,ECM Glycoproteins
Q5T0V4,SLIT1,Core matrisome,ECM Glycoproteins
E9PCX4,SLIT2,Core matrisome,ECM Glycoproteins
F5H0U4,SLIT2,Core matrisome,ECM Glycoproteins
H0Y968,SLIT2,Core matrisome,ECM Glycoproteins
H0Y9Z6,SLIT2,Core matrisome,ECM Glycoproteins
O94813,SLIT2,Core matrisome,ECM Glycoproteins
X6R3P0,SLIT2,Core matrisome,ECM Glycoproteins
O75094,SLIT3,Core matrisome,ECM Glycoproteins
Q9H4F8,SMOC1,Core matrisome,ECM Glycoproteins
H0Y3J4,SMOC2,Core matrisome,ECM Glycoproteins
H0Y5I1,SMOC2,Core matrisome,ECM Glycoproteins
Q9H3U7,SMOC2,Core matrisome,ECM Glycoproteins
B5MEF5,SNED1,Core matrisome,ECM Glycoproteins
H7BYY9,SNED1,Core matrisome,ECM Glycoproteins
H7C0D4,SNED1,Core matrisome,ECM Glycoproteins
H7C1R9,SNED1,Core matrisome,ECM Glycoproteins
Q8TER0,SNED1,Core matrisome,ECM Glycoproteins
E5RJA5,SPARC,Core matrisome,ECM Glycoproteins
E5RK62,SPARC,Core matrisome,ECM Glycoproteins
F5GY03,SPARC,Core matrisome,ECM Glycoproteins
F5H4E2,SPARC,Core matrisome,ECM Glycoproteins
P09486,SPARC,Core matrisome,ECM Glycoproteins
B4E2Z0,SPARCL1,Core matrisome,ECM Glycoproteins
C9JJR8,SPARCL1,Core matrisome,ECM Glycoproteins
D6RA29,SPARCL1,Core matrisome,ECM Glycoproteins
E7EU82,SPARCL1,Core matrisome,ECM Glycoproteins
E9PC64,SPARCL1,Core matrisome,ECM Glycoproteins
F5H1Y9,SPARCL1,Core matrisome,ECM Glycoproteins
F5H331,SPARCL1,Core matrisome,ECM Glycoproteins
F5H4Y3,SPARCL1,Core matrisome,ECM Glycoproteins
Q14515,SPARCL1,Core matrisome,ECM Glycoproteins
Q9HCB6,SPON1,Core matrisome,ECM Glycoproteins
D6RA41,SPON2,Core matrisome,ECM Glycoproteins
D6RB12,SPON2,Core matrisome,ECM Glycoproteins
D6RBY3,SPON2,Core matrisome,ECM Glycoproteins
D6REX2,SPON2,Core matrisome,ECM Glycoproteins
D6RFY9,SPON2,Core matrisome,ECM Glycoproteins
D6RIH5,SPON2,Core matrisome,ECM Glycoproteins
Q9BUD6,SPON2,Core matrisome,ECM Glycoproteins
D6R9C5,SPP1,Core matrisome,ECM Glycoproteins
P10451,SPP1,Core matrisome,ECM Glycoproteins
P78539,SRPX,Core matrisome,ECM Glycoproteins
O60687,SRPX2,Core matrisome,ECM Glycoproteins
A2VEC9,SSPO,Core matrisome,ECM Glycoproteins
E9PBN8,SVEP1,Core matrisome,ECM Glycoproteins
Q4LDE5,SVEP1,Core matrisome,ECM Glycoproteins
O75443,TECTA,Core matrisome,ECM Glycoproteins
Q96PL2,TECTB,Core matrisome,ECM Glycoproteins
D6RBX4,TGFBI,Core matrisome,ECM Glycoproteins
G8JLA8,TGFBI,Core matrisome,ECM Glycoproteins
H0Y8L3,TGFBI,Core matrisome,ECM Glycoproteins
H0Y8M8,TGFBI,Core matrisome,ECM Glycoproteins
H0Y9D7,TGFBI,Core matrisome,ECM Glycoproteins
H0YAB8,TGFBI,Core matrisome,ECM Glycoproteins
H0YAH8,TGFBI,Core matrisome,ECM Glycoproteins
Q15582,TGFBI,Core matrisome,ECM Glycoproteins
S4R3C6,TGFBI,Core matrisome,ECM Glycoproteins
A8MZG1,THBS1,Core matrisome,ECM Glycoproteins
P07996,THBS1,Core matrisome,ECM Glycoproteins
P35442,THBS2,Core matrisome,ECM Glycoproteins
Q5RI53,THBS2,Core matrisome,ECM Glycoproteins
B4DQH6,THBS3,Core matrisome,ECM Glycoproteins
F5H4Z8,THBS3,Core matrisome,ECM Glycoproteins
P49746,THBS3,Core matrisome,ECM Glycoproteins
Q2HIZ1,THBS3,Core matrisome,ECM Glycoproteins
E7ES19,THBS4,Core matrisome,ECM Glycoproteins
P35443,THBS4,Core matrisome,ECM Glycoproteins
Q6ZMP0,THSD4,Core matrisome,ECM Glycoproteins
B1AQ11,TINAG,Core matrisome,ECM Glycoproteins
Q5T466,TINAG,Core matrisome,ECM Glycoproteins
Q5T471,TINAG,Core matrisome,ECM Glycoproteins
Q9UJW2,TINAG,Core matrisome,ECM Glycoproteins
B4DNS5,TINAGL1,Core matrisome,ECM Glycoproteins
E7EUP2,TINAGL1,Core matrisome,ECM Glycoproteins
Q9GZM7,TINAGL1,Core matrisome,ECM Glycoproteins
E9PC84,TNC,Core matrisome,ECM Glycoproteins
F5H5D6,TNC,Core matrisome,ECM Glycoproteins
F5H7V9,TNC,Core matrisome,ECM Glycoproteins
H0YGZ3,TNC,Core matrisome,ECM Glycoproteins
J3QSU6,TNC,Core matrisome,ECM Glycoproteins
P24821,TNC,Core matrisome,ECM Glycoproteins
P98066,TNFAIP6,Core matrisome,ECM Glycoproteins
Q9UQP3,TNN,Core matrisome,ECM Glycoproteins
H0Y668,TNR,Core matrisome,ECM Glycoproteins
Q92752,TNR,Core matrisome,ECM Glycoproteins
C9J7W4,TNXB,Core matrisome,ECM Glycoproteins
E7EPZ9,TNXB,Core matrisome,ECM Glycoproteins
P22105,TNXB,Core matrisome,ECM Glycoproteins
E9PLG7,TSKU,Core matrisome,ECM Glycoproteins
E9PN12,TSKU,Core matrisome,ECM Glycoproteins
Q8WUA8,TSKU,Core matrisome,ECM Glycoproteins
A8MW19,TSPEAR,Core matrisome,ECM Glycoproteins
Q8WU66,TSPEAR,Core matrisome,ECM Glycoproteins
B5MD45,VIT,Core matrisome,ECM Glycoproteins
C9J6F5,VIT,Core matrisome,ECM Glycoproteins
H7C587,VIT,Core matrisome,ECM Glycoproteins
Q6UXI7,VIT,Core matrisome,ECM Glycoproteins
P04004,VTN,Core matrisome,ECM Glycoproteins
J3QLP3,VWA1,Core matrisome,ECM Glycoproteins
J3QRR0,VWA1,Core matrisome,ECM Glycoproteins
Q6PCB0,VWA1,Core matrisome,ECM Glycoproteins
Q5GFL6,VWA2,Core matrisome,ECM Glycoproteins
A6NCI4,VWA3A,Core matrisome,ECM Glycoproteins
H3BTG8,VWA3A,Core matrisome,ECM Glycoproteins
H3BTX3,VWA3A,Core matrisome,ECM Glycoproteins
H3BUS3,VWA3A,Core matrisome,ECM Glycoproteins
H7BXL8,VWA3A,Core matrisome,ECM Glycoproteins
B7Z7Q7,VWA3B,Core matrisome,ECM Glycoproteins
F8W737,VWA3B,Core matrisome,ECM Glycoproteins
F8WBX4,VWA3B,Core matrisome,ECM Glycoproteins
F8WD48,VWA3B,Core matrisome,ECM Glycoproteins
F8WD56,VWA3B,Core matrisome,ECM Glycoproteins
H0YCW7,VWA3B,Core matrisome,ECM Glycoproteins
H0YDS6,VWA3B,Core matrisome,ECM Glycoproteins
H0YEM4,VWA3B,Core matrisome,ECM Glycoproteins
H0YF54,VWA3B,Core matrisome,ECM Glycoproteins
Q502W6,VWA3B,Core matrisome,ECM Glycoproteins
B4DHS6,VWA5A,Core matrisome,ECM Glycoproteins
O00534,VWA5A,Core matrisome,ECM Glycoproteins
E7EM39,VWA5B1,Core matrisome,ECM Glycoproteins
E7EM40,VWA5B1,Core matrisome,ECM Glycoproteins
E9PMB3,VWA5B1,Core matrisome,ECM Glycoproteins
E9PNX8,VWA5B1,Core matrisome,ECM Glycoproteins
E9PP07,VWA5B1,Core matrisome,ECM Glycoproteins
E9PQ62,VWA5B1,Core matrisome,ECM Glycoproteins
H0YED8,VWA5B1,Core matrisome,ECM Glycoproteins
Q5TIE3,VWA5B1,Core matrisome,ECM Glycoproteins
E9PF42,VWA5B2,Core matrisome,ECM Glycoproteins
Q8N398,VWA5B2,Core matrisome,ECM Glycoproteins
E7EMA3,VWA7,Core matrisome,ECM Glycoproteins
Q9Y334,VWA7,Core matrisome,ECM Glycoproteins
B4DJL6,VWA9,Core matrisome,ECM Glycoproteins
B4DVT3,VWA9,Core matrisome,ECM Glycoproteins
H3BMK7,VWA9,Core matrisome,ECM Glycoproteins
H3BN95,VWA9,Core matrisome,ECM Glycoproteins
H3BNR6,VWA9,Core matrisome,ECM Glycoproteins
H3BP17,VWA9,Core matrisome,ECM Glycoproteins
H3BRY6,VWA9,Core matrisome,ECM Glycoproteins
H3BT02,VWA9,Core matrisome,ECM Glycoproteins
H3BV25,VWA9,Core matrisome,ECM Glycoproteins
Q96SY0,VWA9,Core matrisome,ECM Glycoproteins
B4DS56,VWCE,Core matrisome,ECM Glycoproteins
B4DY31,VWCE,Core matrisome,ECM Glycoproteins
Q96DN2,VWCE,Core matrisome,ECM Glycoproteins
E5RG96,VWDE,Core matrisome,ECM Glycoproteins
J3KQJ9,VWDE,Core matrisome,ECM Glycoproteins
Q8N2E2,VWDE,Core matrisome,ECM Glycoproteins
I3L4K4,VWF,Core matrisome,ECM Glycoproteins
P04275,VWF,Core matrisome,ECM Glycoproteins
Q8TCE8,VWF,Core matrisome,ECM Glycoproteins
E5RG88,WISP1,Core matrisome,ECM Glycoproteins
O95388,WISP1,Core matrisome,ECM Glycoproteins
O76076,WISP2,Core matrisome,ECM Glycoproteins
Q6PEG3,WISP2,Core matrisome,ECM Glycoproteins
F8WC24,WISP3,Core matrisome,ECM Glycoproteins
G3V0J1,WISP3,Core matrisome,ECM Glycoproteins
O95389,WISP3,Core matrisome,ECM Glycoproteins
O95958,WISP3,Core matrisome,ECM Glycoproteins
Q3T1A9,WISP3,Core matrisome,ECM Glycoproteins
H0YG11,ZP1,Core matrisome,ECM Glycoproteins
P60852,ZP1,Core matrisome,ECM Glycoproteins
Q05996,ZP2,Core matrisome,ECM Glycoproteins
E9PFI9,ZP3,Core matrisome,ECM Glycoproteins
H0Y3M4,ZP3,Core matrisome,ECM Glycoproteins
P21754,ZP3,Core matrisome,ECM Glycoproteins
Q12836,ZP4,Core matrisome,ECM Glycoproteins
Q8TCW7,ZPLD1,Core matrisome,ECM Glycoproteins
Q03692,COL10A1,Core matrisome,Collagens
Q5QPC7,COL10A1,Core matrisome,Collagens
Q5QPC8,COL10A1,Core matrisome,Collagens
C9JMN2,COL11A1,Core matrisome,Collagens
H7C381,COL11A1,Core matrisome,Collagens
P12107,COL11A1,Core matrisome,Collagens
A2AAS7,COL11A2,Core matrisome,Collagens
H0Y3B3,COL11A2,Core matrisome,Collagens
H0Y3B5,COL11A2,Core matrisome,Collagens
H0Y3M9,COL11A2,Core matrisome,Collagens
H0YHM5,COL11A2,Core matrisome,Collagens
H0YHM9,COL11A2,Core matrisome,Collagens
H0YIS1,COL11A2,Core matrisome,Collagens
P13942,COL11A2,Core matrisome,Collagens
Q4VXY6,COL11A2,Core matrisome,Collagens
D6RGG3,COL12A1,Core matrisome,Collagens
H0Y4P7,COL12A1,Core matrisome,Collagens
H0Y5N9,COL12A1,Core matrisome,Collagens
H0Y991,COL12A1,Core matrisome,Collagens
Q99715,COL12A1,Core matrisome,Collagens
E7ES46,COL13A1,Core matrisome,Collagens
E7ES47,COL13A1,Core matrisome,Collagens
E7ES49,COL13A1,Core matrisome,Collagens
E7ES50,COL13A1,Core matrisome,Collagens
E7ES51,COL13A1,Core matrisome,Collagens
E7ES55,COL13A1,Core matrisome,Collagens
E7ES56,COL13A1,Core matrisome,Collagens
E7EX21,COL13A1,Core matrisome,Collagens
E9PEG9,COL13A1,Core matrisome,Collagens
G5E987,COL13A1,Core matrisome,Collagens
H7BYT9,COL13A1,Core matrisome,Collagens
H7BZB6,COL13A1,Core matrisome,Collagens
Q5TAT6,COL13A1,Core matrisome,Collagens
H0YBB2,COL14A1,Core matrisome,Collagens
J3QT75,COL14A1,Core matrisome,Collagens
J3QT83,COL14A1,Core matrisome,Collagens
Q05707,COL14A1,Core matrisome,Collagens
Q4G0W3,COL14A1,Core matrisome,Collagens
P39059,COL15A1,Core matrisome,Collagens
A6NCT7,COL16A1,Core matrisome,Collagens
A6NDR9,COL16A1,Core matrisome,Collagens
H7BY97,COL16A1,Core matrisome,Collagens
H7BZL8,COL16A1,Core matrisome,Collagens
H7C3F0,COL16A1,Core matrisome,Collagens
Q07092,COL16A1,Core matrisome,Collagens
A2A2Y8,COL17A1,Core matrisome,Collagens
H0Y420,COL17A1,Core matrisome,Collagens
Q9UMD9,COL17A1,Core matrisome,Collagens
H7BXV5,COL18A1,Core matrisome,Collagens
H7C457,COL18A1,Core matrisome,Collagens
P39060,COL18A1,Core matrisome,Collagens
Q14993,COL19A1,Core matrisome,Collagens
Q5JVU1,COL19A1,Core matrisome,Collagens
I3L3H7,COL1A1,Core matrisome,Collagens
P02452,COL1A1,Core matrisome,Collagens
P08123,COL1A2,Core matrisome,Collagens
B7ZBI4,COL20A1,Core matrisome,Collagens
B7ZBI5,COL20A1,Core matrisome,Collagens
Q9P218,COL20A1,Core matrisome,Collagens
A6PVD9,COL21A1,Core matrisome,Collagens
F5GZK2,COL21A1,Core matrisome,Collagens
H0Y4C9,COL21A1,Core matrisome,Collagens
H0YDH6,COL21A1,Core matrisome,Collagens
Q96P44,COL21A1,Core matrisome,Collagens
H0YAX7,COL22A1,Core matrisome,Collagens
Q8NFW1,COL22A1,Core matrisome,Collagens
Q86Y22,COL23A1,Core matrisome,Collagens
E9PNK8,COL24A1,Core matrisome,Collagens
F8WDM8,COL24A1,Core matrisome,Collagens
H0YCZ7,COL24A1,Core matrisome,Collagens
Q17RW2,COL24A1,Core matrisome,Collagens
A8MWQ5,COL25A1,Core matrisome,Collagens
D6R8Y2,COL25A1,Core matrisome,Collagens
E9PNV9,COL25A1,Core matrisome,Collagens
H0YAE1,COL25A1,Core matrisome,Collagens
Q9BXS0,COL25A1,Core matrisome,Collagens
C9JPW4,COL26A1,Core matrisome,Collagens
Q96A83,COL26A1,Core matrisome,Collagens
H0YD40,COL27A1,Core matrisome,Collagens
Q5T1U7,COL27A1,Core matrisome,Collagens
Q8IZC6,COL27A1,Core matrisome,Collagens
H7BZU0,COL28A1,Core matrisome,Collagens
H7C3P2,COL28A1,Core matrisome,Collagens
Q2UY09,COL28A1,Core matrisome,Collagens
P02458,COL2A1,Core matrisome,Collagens
E7ENY8,COL3A1,Core matrisome,Collagens
H7C435,COL3A1,Core matrisome,Collagens
P02461,COL3A1,Core matrisome,Collagens
F5H5K0,COL4A1,Core matrisome,Collagens
P02462,COL4A1,Core matrisome,Collagens
A2A352,COL4A2,Core matrisome,Collagens
P08572,COL4A2,Core matrisome,Collagens
H7BXM4,COL4A3,Core matrisome,Collagens
Q01955,COL4A3,Core matrisome,Collagens
J3KNM7,COL4A4,Core matrisome,Collagens
P53420,COL4A4,Core matrisome,Collagens
H0Y998,COL4A5,Core matrisome,Collagens
H0Y9H0,COL4A5,Core matrisome,Collagens
H0Y9R8,COL4A5,Core matrisome,Collagens
P29400,COL4A5,Core matrisome,Collagens
A8MXH5,COL4A6,Core matrisome,Collagens
B4DZ39,COL4A6,Core matrisome,Collagens
F5H3Q5,COL4A6,Core matrisome,Collagens
F5H851,COL4A6,Core matrisome,Collagens
Q14031,COL4A6,Core matrisome,Collagens
H7BY82,COL5A1,Core matrisome,Collagens
P20908,COL5A1,Core matrisome,Collagens
P05997,COL5A2,Core matrisome,Collagens
P25940,COL5A3,Core matrisome,Collagens
P12109,COL6A1,Core matrisome,Collagens
C9JH44,COL6A2,Core matrisome,Collagens
H7C0M5,COL6A2,Core matrisome,Collagens
P12110,COL6A2,Core matrisome,Collagens
C9JNG9,COL6A3,Core matrisome,Collagens
E7ENL6,COL6A3,Core matrisome,Collagens
E9PCV6,COL6A3,Core matrisome,Collagens
I3L392,COL6A3,Core matrisome,Collagens
P12111,COL6A3,Core matrisome,Collagens
A8TX70,COL6A5,Core matrisome,Collagens
E9PAL5,COL6A5,Core matrisome,Collagens
F8W8G8,COL6A5,Core matrisome,Collagens
H0Y393,COL6A5,Core matrisome,Collagens
H0Y935,COL6A5,Core matrisome,Collagens
H0Y9T2,COL6A5,Core matrisome,Collagens
A6NMZ7,COL6A6,Core matrisome,Collagens
F8W6Y7,COL6A6,Core matrisome,Collagens
H0Y940,COL6A6,Core matrisome,Collagens
H0YA33,COL6A6,Core matrisome,Collagens
C9JBL3,COL7A1,Core matrisome,Collagens
Q02388,COL7A1,Core matrisome,Collagens
C9JTN9,COL8A1,Core matrisome,Collagens
P27658,COL8A1,Core matrisome,Collagens
E9PP49,COL8A2,Core matrisome,Collagens
P25067,COL8A2,Core matrisome,Collagens
A6NEQ6,COL9A1,Core matrisome,Collagens
P20849,COL9A1,Core matrisome,Collagens
B1AKJ1,COL9A2,Core matrisome,Collagens
B1AKJ3,COL9A2,Core matrisome,Collagens
H0Y409,COL9A2,Core matrisome,Collagens
Q14055,COL9A2,Core matrisome,Collagens
Q14050,COL9A3,Core matrisome,Collagens
Q4VXW1,COL9A3,Core matrisome,Collagens
E7ENV9,ACAN,Core matrisome,Proteoglycans
E7EX88,ACAN,Core matrisome,Proteoglycans
H0YK70,ACAN,Core matrisome,Proteoglycans
H0YM81,ACAN,Core matrisome,Proteoglycans
H0YMF1,ACAN,Core matrisome,Proteoglycans
P16112,ACAN,Core matrisome,Proteoglycans
Q6PID9,ACAN,Core matrisome,Proteoglycans
C9JGC9,ASPN,Core matrisome,Proteoglycans
Q05CQ6,ASPN,Core matrisome,Proteoglycans
Q5TBF2,ASPN,Core matrisome,Proteoglycans
Q9BXN1,ASPN,Core matrisome,Proteoglycans
Q5T3I6,BCAN,Core matrisome,Proteoglycans
Q5T3I7,BCAN,Core matrisome,Proteoglycans
Q5T3I8,BCAN,Core matrisome,Proteoglycans
Q96GW7,BCAN,Core matrisome,Proteoglycans
V9GXZ8,BCAN,Core matrisome,Proteoglycans
V9GY88,BCAN,Core matrisome,Proteoglycans
C9JKG1,BGN,Core matrisome,Proteoglycans
P21810,BGN,Core matrisome,Proteoglycans
H0YA03,CHAD,Core matrisome,Proteoglycans
O15335,CHAD,Core matrisome,Proteoglycans
B0QYT2,CHADL,Core matrisome,Proteoglycans
H0Y4I5,CHADL,Core matrisome,Proteoglycans
Q6NUI6,CHADL,Core matrisome,Proteoglycans
F8VNV6,DCN,Core matrisome,Proteoglycans
F8VNW0,DCN,Core matrisome,Proteoglycans
F8VSI3,DCN,Core matrisome,Proteoglycans
F8VU58,DCN,Core matrisome,Proteoglycans
F8VUF6,DCN,Core matrisome,Proteoglycans
F8VWU0,DCN,Core matrisome,Proteoglycans
F8VX58,DCN,Core matrisome,Proteoglycans
F8VXZ8,DCN,Core matrisome,Proteoglycans
H0YI87,DCN,Core matrisome,Proteoglycans
H0YIH3,DCN,Core matrisome,Proteoglycans
P07585,DCN,Core matrisome,Proteoglycans
F8VSI4,EPYC,Core matrisome,Proteoglycans
Q99645,EPYC,Core matrisome,Proteoglycans
M0R154,ESM1,Core matrisome,Proteoglycans
Q9NQ30,ESM1,Core matrisome,Proteoglycans
Q06828,FMOD,Core matrisome,Proteoglycans
D6RAK7,HAPLN1,Core matrisome,Proteoglycans
D6RBS1,HAPLN1,Core matrisome,Proteoglycans
D6RBX9,HAPLN1,Core matrisome,Proteoglycans
D6RC59,HAPLN1,Core matrisome,Proteoglycans
D6RFI7,HAPLN1,Core matrisome,Proteoglycans
D6RG04,HAPLN1,Core matrisome,Proteoglycans
P10915,HAPLN1,Core matrisome,Proteoglycans
Q5T3J1,HAPLN2,Core matrisome,Proteoglycans
Q9GZV7,HAPLN2,Core matrisome,Proteoglycans
H3BRY4,HAPLN3,Core matrisome,Proteoglycans
H3BT26,HAPLN3,Core matrisome,Proteoglycans
H3BTH8,HAPLN3,Core matrisome,Proteoglycans
Q96S86,HAPLN3,Core matrisome,Proteoglycans
Q86UW8,HAPLN4,Core matrisome,Proteoglycans
H0Y5A9,HSPG2,Core matrisome,Proteoglycans
H7BYA5,HSPG2,Core matrisome,Proteoglycans
H7C4A6,HSPG2,Core matrisome,Proteoglycans
P98160,HSPG2,Core matrisome,Proteoglycans
Q5SZI5,HSPG2,Core matrisome,Proteoglycans
Q5SZI9,HSPG2,Core matrisome,Proteoglycans
Q5SZJ1,HSPG2,Core matrisome,Proteoglycans
Q5SZJ2,HSPG2,Core matrisome,Proteoglycans
Q17R60,IMPG1,Core matrisome,Proteoglycans
Q5JSC4,IMPG1,Core matrisome,Proteoglycans
Q68D53,IMPG1,Core matrisome,Proteoglycans
Q9BZV3,IMPG2,Core matrisome,Proteoglycans
O60938,KERA,Core matrisome,Proteoglycans
P51884,LUM,Core matrisome,Proteoglycans
F5H7X3,NCAN,Core matrisome,Proteoglycans
K7EKF8,NCAN,Core matrisome,Proteoglycans
O14594,NCAN,Core matrisome,Proteoglycans
Q9GZU5,NYX,Core matrisome,Proteoglycans
P20774,OGN,Core matrisome,Proteoglycans
Q5TBF5,OGN,Core matrisome,Proteoglycans
Q99983,OMD,Core matrisome,Proteoglycans
Q5T2G3,OPTC,Core matrisome,Proteoglycans
Q9UBM4,OPTC,Core matrisome,Proteoglycans
Q7Z5L7,PODN,Core matrisome,Proteoglycans
B7Z3M0,PODNL1,Core matrisome,Proteoglycans
K7EJ07,PODNL1,Core matrisome,Proteoglycans
K7EMV0,PODNL1,Core matrisome,Proteoglycans
K7EPI2,PODNL1,Core matrisome,Proteoglycans
K7EPR1,PODNL1,Core matrisome,Proteoglycans
K7ER84,PODNL1,Core matrisome,Proteoglycans
K7ERE6,PODNL1,Core matrisome,Proteoglycans
K7ESB1,PODNL1,Core matrisome,Proteoglycans
Q6PEZ8,PODNL1,Core matrisome,Proteoglycans
P51888,PRELP,Core matrisome,Proteoglycans
A6XMW0,PRG2,Core matrisome,Proteoglycans
P13727,PRG2,Core matrisome,Proteoglycans
Q9Y2Y8,PRG3,Core matrisome,Proteoglycans
E7EQ48,PRG4,Core matrisome,Proteoglycans
E9PLR3,PRG4,Core matrisome,Proteoglycans
J3KP74,PRG4,Core matrisome,Proteoglycans
Q92954,PRG4,Core matrisome,Proteoglycans
D6RAM7,SPOCK1,Core matrisome,Proteoglycans
D6RB21,SPOCK1,Core matrisome,Proteoglycans
D6RFX3,SPOCK1,Core matrisome,Proteoglycans
Q08629,SPOCK1,Core matrisome,Proteoglycans
F5H283,SPOCK2,Core matrisome,Proteoglycans
Q92563,SPOCK2,Core matrisome,Proteoglycans
B4DG04,SPOCK3,Core matrisome,Proteoglycans
E7EMP8,SPOCK3,Core matrisome,Proteoglycans
E7ENM6,SPOCK3,Core matrisome,Proteoglycans
E7ENT7,SPOCK3,Core matrisome,Proteoglycans
E7ENY3,SPOCK3,Core matrisome,Proteoglycans
E7EQ24,SPOCK3,Core matrisome,Proteoglycans
E7ESN1,SPOCK3,Core matrisome,Proteoglycans
E7EVH4,SPOCK3,Core matrisome,Proteoglycans
H0YA19,SPOCK3,Core matrisome,Proteoglycans
Q4W5S3,SPOCK3,Core matrisome,Proteoglycans
Q9BQ16,SPOCK3,Core matrisome,Proteoglycans
P10124,SRGN,Core matrisome,Proteoglycans
D6RGZ6,VCAN,Core matrisome,Proteoglycans
E9PF17,VCAN,Core matrisome,Proteoglycans
P13611,VCAN,Core matrisome,Proteoglycans
Q86W61,VCAN,Core matrisome,Proteoglycans
P04083,ANXA1,Matrisome-associated,ECM-affiliated Proteins
Q5T3N0,ANXA1,Matrisome-associated,ECM-affiliated Proteins
Q5T3N1,ANXA1,Matrisome-associated,ECM-affiliated Proteins
Q9UJ72,ANXA10,Matrisome-associated,ECM-affiliated Proteins
H0Y6E1,ANXA11,Matrisome-associated,ECM-affiliated Proteins
P50995,ANXA11,Matrisome-associated,ECM-affiliated Proteins
Q5T0G7,ANXA11,Matrisome-associated,ECM-affiliated Proteins
Q5T0G9,ANXA11,Matrisome-associated,ECM-affiliated Proteins
E5RIN3,ANXA13,Matrisome-associated,ECM-affiliated Proteins
P27216,ANXA13,Matrisome-associated,ECM-affiliated Proteins
H0YKL9,ANXA2,Matrisome-associated,ECM-affiliated Proteins
H0YKN4,ANXA2,Matrisome-associated,ECM-affiliated Proteins
H0YKS4,ANXA2,Matrisome-associated,ECM-affiliated Proteins
H0YKV8,ANXA2,Matrisome-associated,ECM-affiliated Proteins
H0YKX9,ANXA2,Matrisome-associated,ECM-affiliated Proteins
H0YKZ7,ANXA2,Matrisome-associated,ECM-affiliated Proteins
H0YL33,ANXA2,Matrisome-associated,ECM-affiliated Proteins
H0YLE2,ANXA2,Matrisome-associated,ECM-affiliated Proteins
H0YLV6,ANXA2,Matrisome-associated,ECM-affiliated Proteins
H0YM50,ANXA2,Matrisome-associated,ECM-affiliated Proteins
H0YMD0,ANXA2,Matrisome-associated,ECM-affiliated Proteins
H0YMD9,ANXA2,Matrisome-associated,ECM-affiliated Proteins
H0YMM1,ANXA2,Matrisome-associated,ECM-affiliated Proteins
H0YMT9,ANXA2,Matrisome-associated,ECM-affiliated Proteins
H0YMU9,ANXA2,Matrisome-associated,ECM-affiliated Proteins
H0YMW4,ANXA2,Matrisome-associated,ECM-affiliated Proteins
H0YN28,ANXA2,Matrisome-associated,ECM-affiliated Proteins
H0YN42,ANXA2,Matrisome-associated,ECM-affiliated Proteins
H0YN52,ANXA2,Matrisome-associated,ECM-affiliated Proteins
H0YNA0,ANXA2,Matrisome-associated,ECM-affiliated Proteins
H0YNB8,ANXA2,Matrisome-associated,ECM-affiliated Proteins
H0YNP5,ANXA2,Matrisome-associated,ECM-affiliated Proteins
P07355,ANXA2,Matrisome-associated,ECM-affiliated Proteins
D6RA82,ANXA3,Matrisome-associated,ECM-affiliated Proteins
D6RAZ8,ANXA3,Matrisome-associated,ECM-affiliated Proteins
D6RCA8,ANXA3,Matrisome-associated,ECM-affiliated Proteins
D6RFG5,ANXA3,Matrisome-associated,ECM-affiliated Proteins
D6RFJ9,ANXA3,Matrisome-associated,ECM-affiliated Proteins
P12429,ANXA3,Matrisome-associated,ECM-affiliated Proteins
B4DDF9,ANXA4,Matrisome-associated,ECM-affiliated Proteins
P09525,ANXA4,Matrisome-associated,ECM-affiliated Proteins
Q6P452,ANXA4,Matrisome-associated,ECM-affiliated Proteins
D6RBE9,ANXA5,Matrisome-associated,ECM-affiliated Proteins
D6RBL5,ANXA5,Matrisome-associated,ECM-affiliated Proteins
D6RCN3,ANXA5,Matrisome-associated,ECM-affiliated Proteins
E9PHT9,ANXA5,Matrisome-associated,ECM-affiliated Proteins
P08758,ANXA5,Matrisome-associated,ECM-affiliated Proteins
A6NN80,ANXA6,Matrisome-associated,ECM-affiliated Proteins
